"angle","species","sex","notes","other","specimenId","mimicType","sampleSize","accuracy"
"Dorsal","Myrmarachne luctuosa","","Pickled in 70% ethanol, 13-June-2017.","Ant-mimic spider","589","mimetic spider",2,4.95475671608432e-18
"Dorsal","Damoetas nitidus","","Pickled in 96% ethanol, 17-May-2017.","Ant-mimic spider","591","mimetic spider",1,9.64382650262521e-28
"Dorsal","Eilica sp1","Male","Identified as unnamed Eilica by Aus Mus.
Pickled in 96% ethanol, 24-May-2017.","Ant-mimic spider","593","mimetic spider",2,3.1751008702718e-08
"Dorsal","Apricia jovialis","","Pickled in 96% ethanol, 15-May-2017.","","605","non-mimic",2,1.01456804081162e-24
"Dorsal","Rhombonotus gracilis","","Pickled in 96% ethanol, 15-May-2017.","Ant-mimic spider","609","mimetic spider",2,2.31150090397426e-16
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","610","mimetic spider",1,1.34231227251892e-21
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","611","mimetic spider",1,1.88191939523822e-05
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","612","mimetic spider",1,2.00911956092317e-27
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","613","mimetic spider",1,3.79323455348382e-26
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","614","mimetic spider",1,1.94901976600155e-21
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","615","mimetic spider",1,1.89742993986987e-30
"Dorsal","Iridonyssus formicans","","Collection code #COLL004/05","Ant-mimic spider","616","mimetic spider",1,1.5953060706469e-26
"Dorsal","Damoetas sp3","Male","","Ant-mimic spider","617","mimetic spider",1,1.24958940190265e-09
"Dorsal","Rhombonotus sp1","Male","","","618","non-mimic",1,4.9106611926011e-09
"Dorsal","Eilica sp1","","Pickled in 96% ethanol, 29-May-2017.","Ant-mimic spider","621","mimetic spider",2,1.57542070391937e-48
"Dorsal","Eilica sp1","Male","Pickled in 70% ethanol, date unknown.","Ant-mimic spider","625","mimetic spider",1,4.02662180834952e-44
"Dorsal","Eilica sp1","","Pickled in 70% ethanol, date unknown.","Ant-mimic spider","626","mimetic spider",2,3.70618559594398e-38
"Dorsal","Daerlac nigricans","","Pickled in 96% ethanol, 22-May-2017.","Ant mimic bug","642","mimetic insect",2,0.2810311968025
"Dorsal","Vespoidea5 sp1","","Pickled in 96% ethanol, 22-May-2017.","Posssible wasp ant-mimic","654","mimetic insect",2,1.52904805580315e-07
"Dorsal","Vespoidea4 sp1","","Pickled in 96% ethanol, 29-May-2017.","","657","non-mimic",2,7.62645295134727e-11
"Dorsal","Polyrhachis sp1","","","","66","model",1,1
"Dorsal","Myrmarachne erythrocephala","","Pickled in 70% ethanol, 11-Juk-2017.","Ant-mimic spider","661","mimetic spider",2,0.76721765672223
"Dorsal","Daerlac nigricans","","Pickled in 96% ethanol, 22-May-2017.","Ant mimic bug","662","mimetic insect",2,1.56255723213998e-13
"Dorsal","Coleoptera2 sp1","","Pickled in 96% ethanol, 29-May-2017.","Ant-mimic beetle","663","mimetic insect",2,5.51628360674679e-09
"Dorsal","Vespoidea4 sp1","","Pickled in 96% ethanol, 22-May-2017.","","664","non-mimic",2,9.30576902925694e-08
"Dorsal","Daerlac nigricans","","Pickled in 70% ethanol, 13-June-2017.","Ant mimic bug","665","mimetic insect",2,0.00116970509261407
"Dorsal","Holoplatys sp2","","Pickled in 96% ethanol, 29-May-2017.","","666","non-mimic",2,1.09185005392485e-24
"Dorsal","Formicid10 sp1","","Pickled in 96% ethanol, 22-May-2017.","","667","model",2,1
"Dorsal","Sphinctomyrmex sp1","","","","67","model",1,0.999999999984786
"Dorsal","Lamponid2 sp1","","Pickled in 70% ethanol, 12-Jul-2017.","Predator","682","non-mimic",2,3.37765997824737e-29
"Dorsal","Lamponid2 sp1","","Pickled in 96% ethanol, 22-May-2017.","","686","non-mimic",2,1.3242569117598e-15
"Dorsal","Nyssus coloripes","","White-spotted form.
Pickled in 96% ethanol, 29-May-2017.","","687","non-mimic",3,5.7135254429375e-29
"Dorsal","Myrmecia mandibularis","","","","69","model",1,1
"Dorsal","Formicid7 sp1","","Pickled in 96% ethanol, 29-May-2017.","","690","model",2,0.941892015601638
"Dorsal","Vespoidea5 sp1","","Thorax seems to be covered in fine dirt which obscures the wasp's colour. Pickled in 96% ethanol, 22-May-2017.","Posssible wasp ant-mimic","694","mimetic insect",2,1.06168245863012e-07
"Dorsal","Eilica sp1","","
Pickled in 70% ethanol, 6-June-2017.","Ant-mimic spider","696","mimetic spider",2,1.99876573497755e-37
"Dorsal","Myrmarachne luctuosa","Female","Pickled in 96% ethanol, 29-May-2017.","Ant-mimic spider","700","mimetic spider",1,2.93444704934564e-07
"Dorsal","Astia hariola","","Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.","","704","non-mimic",2,1.95787726385963e-34
"Dorsal","Myrmarachne erythrocephala","","About 1m up tree, died in care","Ant mimic","71","mimetic spider",1,3.24188109525998e-10
"Dorsal","Daerlac nigricans","","Pickled in 70% ethanol, 13-June-2017.","Ant mimic bug","715","mimetic insect",2,1.8495078075285e-05
"Dorsal","Coleoptera2 sp1","","Pickled in 96% ethanol, 29-May-2017.","Ant-mimic beetle","717","mimetic insect",2,5.6714031786854e-10
"Dorsal","Daerlac nigricans","","Pickled in 70% ethanol, 13-June-2017.","Ant mimic bug","720","mimetic insect",2,1.39484203730075e-06
"Dorsal","Coleoptera2 sp1","","Pickled in 70% ethanol, 6-June-2017.","Ant-mimic beetle","722","mimetic insect",2,1.69606484044207e-07
"Dorsal","Daerlac nigricans","","Pickled in 70% ethanol, 13-June-2017.","Ant mimic bug","728","mimetic insect",2,0.00311942315896741
"Dorsal","Rhytidoponera metallica","","","","73","model",1,1
"Dorsal","Myrmarachne erythrocephala","Male","Pickled in 70% ethanol, 13-June-2017.","Ant-mimic spider","732","mimetic spider",2,5.27199857009223e-10
"Dorsal","Myrmarachne luctuosa","Female","Pickled in 70% ethanol, 6-June-2017.","Ant-mimic spider","733","mimetic spider",2,3.69975812967777e-27
"Dorsal","Polyrhachis sp2","","","","74","model",1,1
"Dorsal","Myrmarachne erythrocephala","","Slowly working its way down trunk from high up, died in, care, partially desiccated, legs all detached","Ant mimic","76","mimetic spider",1,2.53893357569632e-12
"Dorsal","Daerlac apicalis","","Pickled in 70% ethanol, 13-June-2017.","Ant mimic bug","766","mimetic insect",2,0.000106894867948591
"Dorsal","Daerlac apicalis","","Pickled in 70% ethanol, 26 June 2017.","Ant mimic bug","769","mimetic insect",2,0.0294562306516967
"Dorsal","Camponotus sp1","","On ground.
Pickled on 31-Jan-2017 in 96% ethanol","","77","model",1,0.999999999950611
"Dorsal","Daerlac apicalis","","Pickled in 70% ethanol, 03-June-2017.","Ant mimic bug","770","mimetic insect",2,0.000306098434903244
"Dorsal","Myrmarachne erythrocephala","","About 1m up tree, no large ants on tree. Stored frozen, then pickled","Ant mimic","78","mimetic spider",1,1.34878227595953e-14
"Dorsal","Vespoidea5 sp1","","Pickled in 70% ethanol 16-June-2017.","Posssible wasp ant-mimic","783","mimetic insect",2,5.15437585347543e-06
"Dorsal","Vespoidea3 sp3","","","Ant mimic","79","mimetic insect",1,2.12298016661263e-06
"Dorsal","Daerlac apicalis","","Pickled in 70% ethanol, 12-Jul-2017.","Ant mimic bug","804","mimetic insect",2,0.999146762887206
"Dorsal","Myrmarachne bicolor","","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","810","mimetic spider",2,0.00107183666216751
"Dorsal","Rhombonotus sp2","","Possible model is sympatric specimen 814.
Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","813","mimetic spider",2,2.0914012230304e-18
"Dorsal","Rhombonotus sp2","","Possible model is sympatric specimen 814.
Pickled in 70% ethanol, date unknown.","Ant-mimic spider","815","mimetic spider",2,1.80024373466907e-20
"Dorsal","Judalana lutea","Male","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","817","mimetic spider",2,7.95751403912346e-14
"Dorsal","Myrmarachne juvenile","","Body disintegrated after death","Ant-mimic spider","818","mimetic spider",2,1.38501721888693e-12
"Dorsal","Myrmarachne juvenile","","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","822","mimetic spider",2,1.73867012432876e-26
"Dorsal","Myrmarachne erythrocephala","Male","Juvenile? Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","824","mimetic spider",2,2.76357473265138e-31
"Dorsal","Myrmarachne macleayana","","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","826","mimetic spider",3,4.0961357663026e-06
"Dorsal","Myrmarachne macleayana","","Injured and died during collecting.
Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","827","mimetic spider",1,1.32977893059737e-14
"Dorsal","Polyrhachis monteithi","","Pickled in 70% ethanol, date unknown.","","829","model",2,1
"Dorsal","Rhombonotus gracilis","","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","832","mimetic spider",2,4.70019299055185e-21
"Dorsal","Rhombonotus sp2","Female","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","833","mimetic spider",2,1.95159640874413e-18
"Dorsal","Rhombonotus gracilis","","Needed encouragement for motion video","Ant-mimic spider","841","mimetic spider",2,1.55010730598912e-14
"Dorsal","Crematogaster sp1","","Pickled in 70% ethanol, 12-Jul-2017.","","842","model",3,1
"Dorsal","Formicid13 sp1","","Pickled in 70% ethanol, 12-Jul-2017.","","843","model",1,0.999998532294574
"Dorsal","Rhombonotus sp2","","Pickled in 70% ethanol, 20-Jul-2017.","Ant-mimic spider","844","mimetic spider",2,1.04956008326024e-25
"Dorsal","Rhombonotus sp2","Male","Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","845","mimetic spider",2,7.47959528969751e-10
"Dorsal","Rhombonotus sp2","Female","Pickled in 70% ethanol, 14-Jul-2017.","Ant-mimic spider","846","mimetic spider",3,5.34838474865913e-18
"Dorsal","Rhombonotus sp2","","Refused to walk for motion video.
Pickled in 70% ethanol, 20-Jul-2017.","Ant-mimic spider","847","mimetic spider",2,1.36660200358672e-15
"Dorsal","Cosmophasis thalassina","","Pickled in 100% ethanol, 28-Aug-2017.
Ravi thought C. baehrae but not known from this area; need adult","","849","non-mimic",2,7.85679615004579e-40
